LogonId,Profile
demo1,data.Corporate
demo1,data.Corporate.Economics
demo1,Economics.Regimes
demo1,Economics.unlock
demo1,profile.Economics.Headoffice
demo10,data.Mexico
demo10,data.Mexico.Economics
demo10,profile.Economics.local
demo11,data.NewZealand
demo11,data.NewZealand.Economics
demo11,profile.Economics.local
demo9,data.Norway
demo9,data.Norway.Economics
demo9,profile.Economics.local
demo13,data.Romania
demo13,data.Romania.Economics
demo13,profile.Economics.local
demo14,data.Russia
demo14,data.Russia.Economics
demo14,profile.Economics.local
demo15,data.Tunisia
demo15,data.Tunisia.Economics
demo15,profile.Economics.local
demo16,data.Yemen
demo16,data.Yemen.Economics
demo16,profile.Economics.local
demo17,data.Sapura.Australia
demo17,data.Sapura.Australia.Economics
demo17,profile.Economics.local
demo18,data.Sapura.NewZealand
demo18,data.Sapura.NewZealand.Economics
demo18,profile.Economics.local
demo2,data.ArabEmirates
demo2,data.ArabEmirates.Economics
demo2,profile.Economics.local
demo3,data.Australia
demo3,data.Australia.Economics
demo3,profile.Economics.local
demo5,data.Austria
demo5,data.Austria.Economics
demo5,profile.Economics.local
demo5,data.Bulgaria
demo5,data.Bulgaria.Economics
demo5,profile.Economics.local
demo6,data.Georgia
demo6,data.Georgia.Economics
demo6,profile.Economics.local
demo7,data.Kurdistan
demo7,data.Kurdistan.Economics
demo7,profile.Economics.local
demo8,data.Libya
demo8,data.Libya.Economics
demo8,profile.Economics.local
demo9,data.Malaysia
demo9,data.Malaysia.Economics
demo9,profile.Economics.local
