LogonId,Profile
demo1,BD.deny
demo1,data.Corporate
demo1,data.Corporate.Economics
demo1,Economics.Regimes
demo1,Economics.unlock
demo1,profile.Economics.Headoffice
demo10,BD.deny
demo10,data.Norway
demo10,data.Norway.key
demo10,profile.PP.local
demo11,BD.deny
demo11,data.Norway
demo11,data.Norway.Finance
demo11,profile.Finance.local
demo12,BD.deny
demo12,data.Norway
demo12,profile.Reserves.local.QRE
demo13,BD.deny
demo13,data.Russia
demo13,data.Russia.Economics
demo13,profile.Economics.local
demo14,BD.deny
demo14,data.Russia
demo14,data.Russia.key
demo14,profile.PP.local
demo15,BD.deny
demo15,data.Russia
demo15,data.Russia.Finance
demo15,profile.Finance.local
demo16,BD.deny
demo16,data.Russia
demo16,profile.Reserves.local.QRE
demo17,BD.deny
demo17,data.ArabEmirates
demo17,data.ArabEmirates.Economics
demo17,profile.Economics.local
demo18,BD.deny
demo18,data.Australia
demo18,data.Australia.Economics
demo18,profile.Economics.local
demo19,BD.deny
demo19,data.Sapura.Australia
demo19,data.Sapura.Australia.Economics
demo19,profile.Economics.local
demo2,BD.deny
demo2,data.Corporate
demo2,data.Corporate.key
demo2,profile.PP.Headoffice.Power
demo20,BD.deny
demo20,data.Bulgaria
demo20,data.Bulgaria.Economics
demo20,profile.Economics.local
demo21,BD.deny
demo21,data.Georgia
demo21,data.Georgia.Economics
demo21,profile.Economics.local
demo22,BD.deny
demo22,data.Kurdistan
demo22,data.Kurdistan.Economics
demo22,profile.Economics.local
demo23,BD.deny
demo23,data.Libya
demo23,data.Libya.Economics
demo23,profile.Economics.local
demo24,BD.deny
demo24,data.Mexico
demo24,data.Mexico.Economics
demo24,profile.Economics.local
demo25,BD.deny
demo25,data.Malaysia
demo25,data.Malaysia.Economics
demo25,profile.Economics.local
demo26,BD.deny
demo26,data.NewZealand
demo26,data.NewZealand.Economics
demo26,profile.Economics.local
demo27,BD.deny
demo27,data.Sapura.NewZealand
demo27,data.Sapura.NewZealand.Economics
demo27,profile.Economics.local
demo28,BD.deny
demo28,data.Romania
demo28,data.Romania.Economics
demo28,profile.Economics.local
demo29,BD.deny
demo29,data.Tunisia
demo29,data.Tunisia.Economics
demo29,profile.Economics.local
demo3,BD.deny
demo3,data.Corporate
demo3,data.Corporate.Finance
demo3,profile.Finance.Headoffice
demo3,profile.Finance.Regimes
demo30,BD.deny
demo30,data.Yemen
demo30,data.Yemen.Economics
demo30,profile.Economics.local
demo31,BD.deny
demo31,profile.Finance.local
demo31,data.ArabEmirates
demo31,data.ArabEmirates.Finance
demo32,BD.deny
demo32,data.Australia
demo32,data.Australia.Finance
demo32,profile.Finance.local
demo33,BD.deny
demo33,data.Sapura.Australia
demo33,data.Sapura.Australia.Finance
demo33,profile.Finance.local
demo34,BD.deny
demo34,profile.Finance.local
demo34,data.Bulgaria
demo34,data.Bulgaria.Finance
demo35,BD.deny
demo35,profile.Finance.local
demo35,data.Georgia
demo35,data.Georgia.Finance
demo36,data.Kurdistan.Finance
demo36,BD.deny
demo36,profile.Finance.local
demo36,data.Kurdistan
demo36,data.Kurdistan
demo37,data.Libya.Finance
demo37,BD.deny
demo37,profile.Finance.local
demo37,data.Libya
demo38,BD.deny
demo38,profile.Finance.local
demo38,data.Mexico
demo38,data.Mexico.Finance
demo39,BD.deny
demo39,profile.Finance.local
demo39,data.Malaysia
demo39,data.Malaysia.Finance
demo4,BD.deny
demo4,data.Corporate
demo4,profile.Reserves.Headoffice.Power
demo40,BD.deny
demo40,data.NewZealand
demo40,data.NewZealand.Finance
demo40,profile.Finance.local
demo41,BD.deny
demo41,data.Sapura.NewZealand
demo41,data.Sapura.NewZealand.Finance
demo41,profile.Finance.local
demo42,BD.deny
demo42,profile.Finance.local
demo42,data.Romania
demo42,data.Romania.Finance
demo43,data.Tunisia.Finance
demo43,BD.deny
demo43,profile.Finance.local
demo43,data.Tunisia
demo44,data.Yemen.Finance
demo44,BD.deny
demo44,profile.Finance.local
demo44,data.Yemen
demo45,BD.deny
demo45,profile.PP.local
demo46,BD.deny
demo46,data.Australia
demo46,data.Australia.key
demo46,profile.PP.local
demo47,BD.deny
demo47,data.Sapura.Australia
demo47,data.Sapura.Australia.key
demo47,profile.PP.local
demo48,BD.deny
demo48,profile.PP.local
demo49,BD.deny
demo49,profile.PP.local
demo5,BD.deny
demo5,data.Austria
demo5,data.Austria.Economics
demo5,profile.Economics.local
demo50,BD.deny
demo50,profile.PP.local
demo51,BD.deny
demo51,profile.PP.local
demo52,BD.deny
demo52,profile.PP.local
demo53,BD.deny
demo53,profile.PP.local
demo54,BD.deny
demo54,data.NewZealand
demo54,data.NewZealand.key
demo54,profile.PP.local
demo55,BD.deny
demo55,data.Sapura.NewZealand
demo55,data.Sapura.NewZealand.key
demo55,profile.PP.local
demo56,BD.deny
demo56,profile.PP.local
demo57,BD.deny
demo57,profile.PP.local
demo58,BD.deny
demo58,profile.PP.local
demo59,BD.deny
demo59,profile.Reserves.local.QRE
demo6,BD.deny
demo6,data.Austria
demo6,data.Austria.key
demo6,profile.PP.local
demo60,BD.deny
demo60,data.Australia
demo60,profile.Reserves.local.QRE
demo61,BD.deny
demo61,data.Sapura.Australia
demo61,profile.Reserves.local.QRE
demo62,BD.deny
demo62,profile.Reserves.local.QRE
demo63,BD.deny
demo63,profile.Reserves.local.QRE
demo64,BD.deny
demo64,profile.Reserves.local.QRE
demo65,BD.deny
demo65,profile.Reserves.local.QRE
demo66,BD.deny
demo66,profile.Reserves.local.QRE
demo67,BD.deny
demo67,profile.Reserves.local.QRE
demo68,BD.deny
demo68,data.NewZealand
demo68,profile.Reserves.local.QRE
demo69,BD.deny
demo69,data.Sapura.NewZealand
demo69,profile.Reserves.local.QRE
